SENTENCE,MAIN,N
아메리카노 따뜻한 거 있죠?,주문가능여부문의,90
"아메리카노 따뜻한 거 하나 주시고, 바닐라 라떼는 어떤 거에요?",메뉴문의,29
바닐라 라떼 하나 주세요,일반주문,81
"네, 라지하고 사이즈가 어느 정도 차이나요?",사이즈요구,48
이게 제일 큰 사이즈에요?,사이즈요구,48
"아메리카노는 라지로 주시고, 바닐라 라떼는 레귤러로 주세요",사이즈요구,48
말차 카페 라떼가 뭐에요?,메뉴문의,29
말차가 뭔데요?,메뉴문의,29
"아몬드 카페 라떼 하나하고, 아메리카노 하나, 밀크티 라떼 따뜻한 거 한 잔이요",일반주문,81
십프로 할인해주세요,할인요청,117
먹다가 남으면 테이크 아웃 해주시는거죠?,테이크아웃문의,105
"저긴 찬 물인데, 따뜻한 물 좀 주세요",뜨거운차가운물요구,23
"아가씨, 치즈폼 딥초코 스무디는 어떤 재료가 들어가요?",메뉴문의,29
치즈폼 딥초코 스무디는 부드러워요?,메뉴문의,29
치즈폼 자체가 좀 달아요?,메뉴문의,29
쟈스민 그린티는 뭐에요?,메뉴문의,29
블랙티는 뭐에요?,메뉴문의,29
그것도 홍차에 펄 넣어서 주는거에요?,메뉴문의,29
블랙 밀크티는 뭐에요?,메뉴문의,29
블랙 밀크티도 맛 조절이 가능해요?,메뉴문의,29
블랙 밀크티는 그럼 따뜻하게는 안돼요?,메뉴문의,29
그럼 블랙 밀크티 주세요,일반주문,81
펄 있는 블랙 밀크티로 하면 얼마에요?,가격문의,2
큰 사이즈는 안돼요?,사이즈요구,48
그럼 블랙 밀크티 큰 사이즈로 하나 주세요,사이즈요구,48
많이 뜨거운가요?,기타문의,7
카라멜 마끼아또는 어떤거에요?,메뉴문의,29
우유가 많이 들어가나요?,메뉴문의,29
그러면 커피는 몇 개 정도 들어가요?,메뉴문의,29
커피 단정도는 어때요?,메뉴문의,29
그럼 따뜻한 아메리카노 한 잔 주시는데 투샷이에요?,메뉴문의,29
요기 만약 텀블러에 하면 어떻게 되죠?,텀블러할인문의,104
텀블러에 담으면 몇 그램 들어가요?,기타문의,7
컵으로 했을 때는 몇 그램 나오는데요?,기타문의,7
카라멜 마끼아또 텀블러에 담아주세요,텀블러사용,103
커피에 시나몬 좀 뿌려주세요,옵션추가요구,69
따뜻한 아메리카노 샷 몇 개 들어가죠?,메뉴문의,29
여기 더치 커피도 직접 내려요?,메뉴문의,29
이 커피 용량 몇 미리 짜리에요?,메뉴문의,29
용량 더 큰거는 안나오나요?,메뉴문의,29
저 물이랑 시럽 좀 더 부어주세요,옵션추가요구,69
바닐라 라떼는 어떤가요?,메뉴문의,29
그러면 그냥 아메리카노로 하나 주세요,일반주문,81
커피 연하게 하는 거는 샷이 몇 개 들어가요?,메뉴문의,29
여기 T멤버쉽 있으면 할인되요?,기프티콘쿠폰멤버십사용문의,11
음료 다 못먹으면 테이크 아웃도 해주시죠?,테이크아웃문의,105
라떼 중에 덜달고 순한게 있나요?,메뉴문의,29
우유는 싫어하는데 라떼 종류는 다 그래요?,메뉴문의,29
아메리카노 한 잔 주시고 개인 텀블러에 담으면 할인 되나요?,텀블러할인문의,104
아메리카노에 물 많이 넣어서 좀 연하게 해주세요,에스프레소샷개수요구,63
근데 카드로 결제해도 되나요?,결제문의,3
영수증 좀 주세요,영수증요청,66
아메리카노는 원래 샷이 몇 개에요?,메뉴문의,29
그러면 아메리카노 원샷으로 주세요,일반주문,81
연유라떼는 뭐에요?,메뉴문의,29
연유라는게 우리가 빙수에 뿌려먹는 연유 그거 말하는 거에요?,메뉴문의,29
연유랑 커피가 잘 어울려요?,메뉴문의,29
사장님 여기 와이파이는 안되나요?,와이파이문의,70
와이파이 비밀번호가 어떻게 되죠?,와이파이문의,70
프라페는 차가운 거에요?,메뉴문의,29
밤라떼는 밤이 들어가요?,메뉴문의,29
여기는 밤 자체를 그냥 넣으시는거에요?,메뉴문의,29
그럼 밤라떼 하나 주세요,일반주문,81
카드로 계산 해도 되나요?,결제문의,3
그러면 여기는 생과일 주스 이런 것도 전부 생과일 갈아서 하시겠네요?,메뉴문의,29
쿠폰 하나 만들어주세요,쿠폰멤버십적립문의,101
쿠폰은 몇 개 먹어야 한 잔 주고 이런거에요?,쿠폰멤버십적립문의,101
가격 상관없이 아무 커피나요?,쿠폰멤버십적립문의,101
블랙화이트는 뭐에요?,메뉴문의,29
그러면 블랙화이트는 단 것이 아예 안들어가는거에요?,메뉴문의,29
블랙화이트도 사이즈가 있어요?,메뉴문의,29
그러면 카페라떼 하나 주시고 설탕은 추가로 해야되나요?,메뉴문의,29
제가 설탕 조절해야돼요?,시럽설탕요구,52
그러면 설탕 따로 주세요,시럽설탕요구,52
여기는 할인되거나 할인되는 카드는 없어요?,할인문의,116
영수증 좀 주세요,영수증요청,66
여기 설탕 얼마나 넣어야 되나요?,기타문의,7
설탕말고 시럽은 없어요?,기타문의,7
따뜻한 라떼에 시럽보다 설탕이 나아요?,기타문의,7
홍시 스무디 있나요?,주문가능여부문의,90
홍시 스무디 왜 안되나요?,주문가능여부문의,90
홍시가 없는거에요?,주문가능여부문의,90
홍시 스무디가 잘나가나봐요?,주문가능여부문의,90
그러면 아메리카노 한 잔 주세요,일반주문,81
샷은 몇 개 들어가죠?,메뉴문의,29
시럽은 얼마나 들어가나요?,메뉴문의,29
여기 와이파이 되나요?,와이파이문의,70
와이파이 비밀번호 알려주세요,와이파이문의,70
와이파이 개방형인가요?,와이파이문의,70
화이트 카페모카는 많이 달아요?,메뉴문의,29
화이트초코요?,메뉴문의,29
그럼 많이 달겠네요?,메뉴문의,29
비엔나 커피도 달아요?,메뉴문의,29
그럼 비엔나 커피 하나 주세요,일반주문,81
커피 차가운 것도 되나요?,주문가능여부문의,90
얼음 좀 작게 넣어주세요,얼음량요구,60
따뜻한 비엔나 커피는 많이 안 달아요?,메뉴문의,29
혹시 그 위에 다가 시나몬 가루 좀 뿌려주실 수 있나요?,주문가능여부문의,90
여기 혹시 와이파이 되나요?,와이파이문의,70
모히또는 어떤 거에요?,메뉴문의,29
약간 톡 쏘는 그런거에요?,메뉴문의,29
그러면 클랜즈는 뭐에요?,메뉴문의,29
클랜즈는 그럼 생과일로 직접 짜서 주는거에요?,메뉴문의,29
플레인 요거트도 포장 가능해요?,테이크아웃문의,105
그러면 플레인 요거트 하나 주시는데 많이 안달죠?,메뉴문의,29
리얼 쇼콜라는 뭐에요?,메뉴문의,29
아메리카노로 하나 주세요,일반주문,81
할인되는 카드 그런건 없어요?,할인문의,116
쿠키는 여기서 직접 만드나요?,메뉴문의,29
아메리카노 테이크 아웃으로 좀 해주세요,테이크아웃요구,106
영수증도 같이 부탁드려요,영수증요청,66
오트밀 라떼는 뭐 들어가는거에요?,메뉴문의,29
오트밀 라떼도 차가운 건가요?,메뉴문의,29
그러면 단 정도는 어때요?,메뉴문의,29
그러면 원래 오트밀 라떼 자체가 좀 단 거에요?,메뉴문의,29
오트밀 라떼 크기 조절 가능해요?,사이즈요구,48
오트밀 라떼 한 잔 주세요,일반주문,81
여긴 몇 시에 문열어요?,영업시간문의,67
저기 앉아서 먹을 수도 있나요?,매장이용문의,26
여기는 주문한 다음에 2층 가서 마셔야 되나봐요?,매장이용문의,26
목이 지금 칼칼하면서 안 좋은데 어떤 거 마시면 좋을까요?,메뉴추천요구,32
페퍼민트 허브티로 하나 주세요,일반주문,81
아니요 없는데 하나 만들면 뭐 있나요?,쿠폰멤버십적립문의,101
네 이 카드로 결제해주세요,결제요청,4
음료 받아서 올라가야되나요?,기타문의,7
여기 혹시 와이파이 되나요?,와이파이문의,70
카페라떼 따뜻한 거 하나 주세요,일반주문,81
아니요 텀블러 가져오면 텀블러에 담아주시나요?,텀블러사용,103
양 조금 더 주고 그런거 있어요?,기타문의,7
적립은 되는가요?,쿠폰멤버십적립문의,101
쿠폰 10개 찍어야 회원증 발급되요?,쿠폰멤버십적립문의,101
라떼 따뜻한 거 테이크아웃으로 한 잔 주세요,일반주문,81
라떼 하나 주세요,일반주문,81
네 여기는 우유는 뭘로 써요?,메뉴문의,29
여기 체인점이에요?,계열사문의,5
예전에는 체인점이였어요?,계열사문의,5
원두를 다른데서 받아오시는데가 있어가지고 카페 운영 하는거에요?,기타문의,7
어디꺼 쓰시는데요?,기타문의,7
제 친구도 커피숍 하는데 대부분 여러가지 섞어서 한다고 하는데 맞나요?,기타문의,7
텀블러 갖고오면 거기 담아 주시죠?,텀블러사용,103
라떼 하나 얼마에요?,가격문의,2
따뜻한 라떼 하나 주시고 여기 적립카드 있어요?,쿠폰멤버십적립문의,101
쿠폰 하나 주시겠어요?,쿠폰멤버십적립문의,101
쿠폰은 어떻게 하면 되는거죠?,쿠폰멤버십적립문의,101
여기 혹시 카카오페이 결제도 되는가요?,모바일페이결제,35
진하게 먹으려면 샷 추가 하는 거에요?,메뉴문의,29
휴지 좀 가져가도 되는거죠?,냅킨물티슈요구,15
라떼 진하게 먹으려면 샷을 추가하는 거에요?,메뉴문의,29
그러면 조금 진하게 라떼 따뜻한 거 한 잔 주세요,일반주문,81
카카오페이 결제도 되는가요?,모바일페이결제,35
어느정도 기다리면 되나요?,제조시간문의,87
제가 시간이 없어 그러는데 커피를 제가 가지고 다니는 텀블러에 담아 주시겠습니까?,텀블러사용,103
아메리카노 한 잔 주시겠어요?,일반주문,81
카페 콤파냐는 뭐에요?,메뉴문의,29
생크림은 시중에서 파는 제품으로 하시는거에요?,메뉴문의,29
그냥 아메리카노 따뜻한 걸로 한 잔 주시고 농도 조절 할 수 있나요?,물우유량요구,37
네 그냥 농도는 기본으로 해주세요,물우유량요구,37
혹시 와이파이 비밀번호 여기 있습니까?,와이파이문의,70
화장실은 어디 있어요?,화장실위치문의,124
이 과자는 뭐에요?,메뉴문의,29
죄송한데 물 좀 한 잔 주시겠어요?,뜨거운차가운물요구,23
아침에는 몇 시에 문 열어요?,영업시간문의,67
저녁에는 몇 시에 문 닫아요?,영업시간문의,67
치즈케잌 없어요?,주문가능여부문의,90
생크림 소프트 쉬폰 이거는 무슨 맛이에요?,메뉴문의,29
스타벅스에 그런 빵하고 비슷한가요?,메뉴문의,29
생크림 소프트 쉬폰 이거 하나 주세요,일반주문,81
여기는 할인이나 적립되는 카드 뭐죠?,쿠폰멤버십적립문의,101
빵 세 시간에서 네 시간 있다가 먹으려면 보관은 어떻게 해야돼요?,보관방법문의,43
포장이라도 기다려야돼요?,제조시간문의,87
혹시 물티슈 줄 수 있어요?,물티슈요구,38
원조커피가 뭐에요?,메뉴문의,29
아이스크림도 있어요?,메뉴문의,29
소프트 아이스크림이 1500원인데 카라멜 추가하면 500원더 추가되나요?,가격문의,2
노말한 아이스크림이 뭐에요?,메뉴문의,29
아메리카노 한 잔 주세요,일반주문,81
네 티머니로 결제도 돼요?,결제문의,3
적립이나 할인은 없나요?,쿠폰멤버십적립문의,101
영수증 주시고 샷은 몇 개에요?,메뉴문의,29
하나만 해주세요,에스프레소샷개수요구,63
뜨거워서 그런데 얼음 3개만 넣어주세요,얼음요구,61
이게 몇 미리에요?,사이즈문의,47
작은 사이즈 나왔으면 좋겠습니다,사이즈요구,48
종이 빨대 있어요?,빨대,45
테이크아웃하면 2000원 되어있는데 맞아요?,가격문의,2
생크림 카스텔라 스타벅스에 파는거랑 비슷한거에요?,메뉴문의,29
하나 포장 가능한가요?,테이크아웃문의,105
포장 부탁드릴게요,테이크아웃요구,106
돌체라떼는 뭐에요?,메뉴문의,29
진짜딸기우유라고하는거는 여기서 만든거에요?,메뉴문의,29
한 병에 얼마에요?,가격문의,2
자몽청도 여기서 만든거에요?,메뉴문의,29
자몽청 이거는 그냥 따뜻한 물에 차처럼 타먹어도 되는거죠?,메뉴문의,29
테이크아웃 되죠?,테이크아웃문의,105
아이스 아메리카노 더치커피랑 아메리카노 맛이 많이 틀리나요?,메뉴문의,29
아이스 아메리카노 한 잔 주세요,일반주문,81
몇 시에 문열어요?,영업시간문의,67
시럽 한 번만 넣어주세요,시럽설탕요구,52
커피 지금 먹을 수 있나요?,주문가능여부문의,90
사장님 여기 2층에도 해요?,시설문의,54
라떼 한 잔 살게요,일반주문,81
멤버십 같은 거 있나요?,쿠폰멤버십적립문의,101
네 영수증 좀 주세요,영수증요청,66
스파클링에이드 많이 달아요?,메뉴문의,29
시럽은 어디있어요?,시럽설탕요구,52
종이컵에 물 한 컵 얻어가도 될까요?,뜨거운차가운물요구,23
플랜클링 이거 탄산들어있는거에요?,메뉴문의,29
많이 달아요?,메뉴문의,29
플랜클링레몬 하나 주세요,일반주문,81
씨제이카드 있으면 적립되나요?,쿠폰멤버십적립문의,101
저쪽에 있는건 아이스크림이죠?,메뉴문의,29
얼음은 그냥 무료로 주시나요?,얼음요구,61
여기 몇 시까지해요?,영업시간문의,67
여기 시원한게 뭐 어떤게 있죠?,메뉴문의,29
아이스 아메리카노는 얼마에요?,가격문의,2
두 개 주세요,일반주문,81
저 베이글은 뭐 발라서 주는거에요?,메뉴문의,29
그럼 바르는 소스는 따로 없는거에요?,메뉴문의,29
여기서 데워서 주는거에요?,조리요구,88
아이스아메리카노 두 개만 주세요,일반주문,81
네 화장실 어디있나요?,화장실위치문의,124
여기 주차권은 무료되나요?,주차권주차도장요구,94
휴지는 어딨어요?,냅킨물티슈요구,15
여기 생과일 주스는 뭐가 있어요?,메뉴문의,29
차 종류는 이거에요?,메뉴문의,29
바나나주스는 어떻게 만드는거에요?,메뉴문의,29
너무 달진 않아요?,메뉴문의,29
시럽을 많이 넣어서 그래요?,메뉴문의,29
에스프레소 콘파냐는 뭐에요?,메뉴문의,29
토마토주스 작은 거 되나요?,주문가능여부문의,90
토마토주스 너무 달게하진 말고 하나 주세요,일반주문,81
카드되죠?,결제문의,3
영수증 주세요,영수증요청,66
이거 먹다가 테이크아웃되나요?,테이크아웃문의,105
자몽주스하고 자몽에이드는 뭐가 차이점이에요?,메뉴문의,29
자몽주스는 그냥 자몽 생으로 가는 거에요?,메뉴문의,29
여기 앉을까요?,자리여부문의,84
에그햄머핀은 양이 많아요?,메뉴문의,29
민트라떼는 어떤거에요?,메뉴문의,29
라떼면 우유들어가요?,메뉴문의,29
많이 달아요?,메뉴문의,29
카페라떼 한 잔 주세요,일반주문,81
